0.045507,0.4708
0.12154,0.43577
0.16302,0.52044
0.084677,0.54964
0.21601,0.36277
0.20219,0.50584
0.33813,0.33942
0.28975,0.53796
0.093894,0.36277
0.093894,0.50292
0.91187,0.49708
0.80588,0.44745
0.78975,0.60219
0.6538,0.64307
0.822,0.45912
0.94873,0.47956
0.94643,0.37445
0.77362,0.35693
0.62154,0.35401
0.78053,0.45328
0.49251,0.45912
0.40956,0.35693
0.57546,0.34818
0.51786,0.83577
0.41417,0.78029
0.53168,0.6635
0.64689,0.75109
0.45795,0.77737
0.46947,0.89708
0.49712,0.79489
0.56394,0.76569
0.41878,0.76277
0.58007,0.68394
0.53629,0.21971
0.43721,0.29562
0.59389,0.28102
0.67224,0.19927
0.46486,0.62263
0.24597,0.4854
0.11002,0.53504
0.26671,0.58175
0.42339,0.62555
0.89113,0.56131
0.85426,0.43869
0.72293,0.41241
0.74136,0.51752
0.79205,0.39197
0.91647,0.41241
0.9326,0.5292
0.75979,0.61679
0.67224,0.68686
0.46717,0.84161
0.45795,0.71314
0.55703,0.73942
0.61233,0.78029
0.66993,0.68686
0.5432,0.68394
0.52247,0.82993
0.38652,0.76277
0.32431,0.67518
0.22523,0.45328
0.073157,0.46204
0.23214,0.60803
0.32431,0.46496
0.41647,0.46496
0.55012,0.36277
0.53168,0.57883
0.79435,0.55255
0.89113,0.49416
0.8197,0.37737
0.73445,0.38321
0.89343,0.41533
0.98099,0.53504
0.82661,0.55547
0.48329,0.23139
0.30127,0.31898
0.39343,0.66642
0.25288,0.55547
0.16763,0.4854
0.52247,0.74526
